Date,User_ID,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml),Calculated_Calories
2024-04-05,150,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,10.7,518,296,Breakfast,952,548.2
2024-04-05,948,Pasta,Grains,131,5.0,25.0,0.5,1.2,46.8,316,274,Dinner,699,805.0
2024-12-09,837,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,41.6,664,58,Dinner,862,633.2
2024-02-26,728,Rice,Grains,130,2.7,28.0,0.3,0.4,47.7,70,259,Dinner,612,615.4
2024-09-25,481,Apple,Fruits,52,0.3,14.0,0.2,2.4,3.7,504,289,Lunch,922,252.10000000000002
2024-12-10,879,Orange,Fruits,47,0.9,12.0,0.1,2.4,34.9,956,287,Snack,511,285.4
2024-06-25,771,Paneer,Dairy,265,18.0,1.2,20.0,0.0,32.9,427,280,Lunch,703,353.29999999999995
2024-05-24,415,Orange,Fruits,47,0.9,12.0,0.1,2.4,8.5,942,92,Dinner,751,504.5
2024-02-28,367,Eggs,Meat,143,13.0,0.7,10.0,0.0,34.2,145,132,Lunch,735,527.4
2024-01-30,857,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,17.2,254,127,Snack,208,426.5
2024-08-20,326,Banana,Fruits,89,1.1,23.0,0.3,2.6,19.4,5,210,Dinner,713,432.6
2024-10-12,257,Grapes,Fruits,69,0.7,18.0,0.2,0.9,20.5,114,287,Dinner,456,603.6
2024-02-10,226,Cookies,Snacks,502,6.0,65.0,24.0,2.3,26.6,193,105,Breakfast,753,419.29999999999995
2024-04-01,273,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,38.2,347,77,Lunch,530,291.7
2024-11-28,149,Eggs,Meat,143,13.0,0.7,10.0,0.0,15.1,481,206,Breakfast,183,556.7
2024-08-28,63,Butter,Dairy,717,0.1,0.1,81.0,0.0,24.7,713,50,Snack,727,462.90000000000003
2024-02-09,827,Oats,Grains,389,17.0,66.0,7.0,10.0,43.3,586,214,Dinner,553,856.8
2024-04-28,293,Banana,Fruits,89,1.1,23.0,0.3,2.6,12.8,765,47,Lunch,298,919.9000000000001
2024-05-20,982,Paneer,Dairy,265,18.0,1.2,20.0,0.0,8.0,756,285,Breakfast,135,340.5
2024-01-26,199,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,34.7,533,138,Snack,713,549.8
2024-10-10,39,Cheese,Dairy,402,25.0,0.4,33.0,0.0,20.5,991,8,Breakfast,827,385.4
2024-02-18,792,Coffee,Beverages,0,0.1,0.0,0.0,0.0,16.4,109,170,Snack,174,676.6000000000001
2024-01-11,172,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,47.5,38,226,Breakfast,655,483.5
2024-01-26,660,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,20.0,486,158,Breakfast,740,483.79999999999995
2024-10-10,31,Banana,Fruits,89,1.1,23.0,0.3,2.6,8.2,490,150,Dinner,168,398.5
2024-10-24,384,Grapes,Fruits,69,0.7,18.0,0.2,0.9,44.2,153,48,Lunch,290,669.9
2024-04-22,566,Potato,Vegetables,77,2.0,17.0,0.1,2.2,13.2,986,236,Lunch,236,685.9000000000001
2024-05-08,183,Chips,Snacks,536,7.0,53.0,35.0,4.4,34.3,277,185,Breakfast,337,660.8
2024-07-21,554,Potato,Vegetables,77,2.0,17.0,0.1,2.2,29.4,661,181,Breakfast,708,678.0999999999999
2024-09-15,127,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,6.3,816,184,Lunch,938,665.0
2024-10-16,130,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,30.3,41,153,Snack,200,226.0
2024-03-27,921,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,42.7,251,177,Lunch,441,587.2
2024-11-06,254,Rice,Grains,130,2.7,28.0,0.3,0.4,47.5,151,39,Dinner,780,879.1
2024-12-30,690,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,4.3,9,88,Breakfast,620,402.8
2024-10-03,475,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,11.0,561,55,Lunch,461,137.1
2024-07-20,571,Orange,Fruits,47,0.9,12.0,0.1,2.4,33.3,286,245,Snack,727,365.9
2024-07-26,428,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,43.6,233,44,Snack,308,629.0
2024-01-18,13,Bread,Grains,265,9.0,49.0,3.2,2.7,25.3,250,0,Snack,960,339.90000000000003
2024-03-06,86,Paneer,Dairy,265,18.0,1.2,20.0,0.0,26.4,476,190,Dinner,146,392.5
2024-07-23,510,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,23.3,789,63,Dinner,479,551.1
2024-01-16,83,Milk,Dairy,42,3.4,4.8,1.0,0.0,17.4,573,163,Lunch,939,535.8
2024-01-07,344,Oats,Grains,389,17.0,66.0,7.0,10.0,0.6,444,206,Lunch,828,153.0
2024-08-24,104,Salmon,Meat,208,22.0,0.0,13.0,0.0,9.8,374,207,Dinner,311,750.4
2024-07-23,649,Apple,Fruits,52,0.3,14.0,0.2,2.4,31.4,990,297,Snack,695,640.2
2024-06-26,607,Spinach,Vegetables,23,2.9,3.6,0.4,2.2,39.4,727,297,Dinner,439,500.1
2024-07-22,790,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,49.6,280,249,Dinner,809,324.4
2024-09-24,900,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,24.4,901,220,Dinner,442,824.7
2024-07-23,983,Orange,Fruits,47,0.9,12.0,0.1,2.4,18.3,535,236,Breakfast,629,776.1
2024-11-12,394,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,44.9,822,30,Lunch,358,571.1
2024-02-08,150,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,49.1,82,109,Lunch,490,590.9
2024-10-04,370,Chips,Snacks,536,7.0,53.0,35.0,4.4,49.3,826,277,Snack,880,648.7
2024-01-22,706,Salmon,Meat,208,22.0,0.0,13.0,0.0,20.5,197,40,Breakfast,537,540.7
2024-05-19,975,Quinoa,Grains,120,4.4,21.0,1.9,2.8,35.6,280,135,Lunch,389,619.9
2024-05-17,468,Spinach,Vegetables,23,2.9,3.6,0.4,2.2,22.1,9,0,Dinner,497,516.5
2024-09-09,142,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,7.6,570,187,Lunch,300,248.20000000000002
2024-07-02,805,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,49.2,380,145,Breakfast,159,434.1
2024-01-28,557,Spinach,Vegetables,23,2.9,3.6,0.4,2.2,11.3,146,123,Breakfast,994,573.4
2024-06-01,819,Cookies,Snacks,502,6.0,65.0,24.0,2.3,45.4,914,176,Breakfast,887,385.09999999999997
2024-08-28,10,Rice,Grains,130,2.7,28.0,0.3,0.4,12.0,515,75,Snack,495,699.1
2024-03-16,741,Banana,Fruits,89,1.1,23.0,0.3,2.6,10.0,684,238,Lunch,933,603.3
2024-05-31,530,Oats,Grains,389,17.0,66.0,7.0,10.0,17.9,945,141,Breakfast,929,651.1
2024-03-14,982,Banana,Fruits,89,1.1,23.0,0.3,2.6,41.4,286,260,Snack,817,407.9
2024-10-12,450,Grapes,Fruits,69,0.7,18.0,0.2,0.9,27.9,258,91,Snack,648,877.1
2024-11-04,631,Milk,Dairy,42,3.4,4.8,1.0,0.0,10.7,975,168,Dinner,458,722.4
2024-08-12,579,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,14.5,238,249,Snack,809,595.2
2024-01-26,694,Eggs,Meat,143,13.0,0.7,10.0,0.0,40.8,716,131,Dinner,733,484.5
2024-12-27,837,Banana,Fruits,89,1.1,23.0,0.3,2.6,15.2,306,89,Dinner,131,928.6000000000001
2024-03-20,151,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,16.0,95,92,Dinner,395,412.7
2024-02-26,313,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,8.3,284,223,Dinner,638,646.4
2024-11-20,607,Eggs,Meat,143,13.0,0.7,10.0,0.0,43.1,210,268,Snack,493,351.2
2024-02-05,473,Eggs,Meat,143,13.0,0.7,10.0,0.0,31.0,215,251,Dinner,368,304.7
2024-07-09,438,Rice,Grains,130,2.7,28.0,0.3,0.4,29.4,976,9,Snack,589,477.4
2024-10-04,780,Chips,Snacks,536,7.0,53.0,35.0,4.4,27.5,811,81,Dinner,415,560.1
2024-08-04,626,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,30.4,284,156,Breakfast,934,667.4000000000001
2024-12-05,963,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,10.9,786,231,Snack,462,739.0999999999999
2024-06-10,157,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,48.7,318,114,Breakfast,411,731.6
2024-08-23,88,Quinoa,Grains,120,4.4,21.0,1.9,2.8,33.4,904,117,Breakfast,206,382.2
2024-11-30,799,Paneer,Dairy,265,18.0,1.2,20.0,0.0,0.2,136,104,Lunch,345,544.5
2024-10-11,973,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,25.0,686,139,Dinner,304,455.5
2024-12-12,728,Quinoa,Grains,120,4.4,21.0,1.9,2.8,40.6,685,208,Breakfast,168,586.4
2024-07-15,161,Grapes,Fruits,69,0.7,18.0,0.2,0.9,1.6,774,132,Dinner,406,575.8
2024-01-03,656,Coffee,Beverages,0,0.1,0.0,0.0,0.0,24.9,711,82,Snack,733,590.0
2024-12-09,511,Butter,Dairy,717,0.1,0.1,81.0,0.0,18.3,844,286,Breakfast,500,611.8
2024-10-08,497,Bread,Grains,265,9.0,49.0,3.2,2.7,5.6,164,257,Snack,614,621.5
2024-10-11,659,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,1.5,130,91,Breakfast,665,553.6
2024-06-29,913,Bread,Grains,265,9.0,49.0,3.2,2.7,11.3,905,40,Snack,272,736.9
2024-01-15,428,Butter,Dairy,717,0.1,0.1,81.0,0.0,31.3,115,296,Breakfast,991,915.4000000000001
2024-10-17,541,Coffee,Beverages,0,0.1,0.0,0.0,0.0,10.1,509,281,Lunch,923,607.8
2024-10-27,262,Pasta,Grains,131,5.0,25.0,0.5,1.2,2.4,389,52,Dinner,733,373.3
2024-02-12,47,Bread,Grains,265,9.0,49.0,3.2,2.7,44.4,426,241,Snack,128,545.3
2024-10-15,320,Quinoa,Grains,120,4.4,21.0,1.9,2.8,0.1,267,172,Lunch,757,281.5
2024-08-22,47,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,3.6,445,35,Snack,618,759.0
2024-05-08,725,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,2.7,739,232,Breakfast,382,285.70000000000005
2024-12-01,520,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,23.6,57,114,Dinner,396,577.9000000000001
2024-06-12,416,Spinach,Vegetables,23,2.9,3.6,0.4,2.2,23.3,914,64,Snack,358,384.1
2024-08-19,270,Chips,Snacks,536,7.0,53.0,35.0,4.4,32.8,842,121,Breakfast,141,252.7
2024-09-08,51,Cookies,Snacks,502,6.0,65.0,24.0,2.3,15.2,262,143,Dinner,110,192.0
2024-03-28,532,Bread,Grains,265,9.0,49.0,3.2,2.7,10.3,142,283,Lunch,645,305.9
2024-07-03,759,Apple,Fruits,52,0.3,14.0,0.2,2.4,11.4,130,51,Lunch,244,252.5
2024-04-06,375,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,20.2,564,120,Breakfast,937,590.4
2024-08-07,147,Salmon,Meat,208,22.0,0.0,13.0,0.0,28.0,508,26,Snack,122,441.3
2024-08-25,783,Cheese,Dairy,402,25.0,0.4,33.0,0.0,33.6,211,298,Lunch,382,520.2
2024-06-29,188,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,49.9,16,125,Breakfast,692,714.8
2024-10-31,322,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,43.0,635,77,Breakfast,256,500.40000000000003
2024-11-19,19,Banana,Fruits,89,1.1,23.0,0.3,2.6,36.3,323,141,Lunch,175,560.0999999999999
2024-05-16,799,Orange,Fruits,47,0.9,12.0,0.1,2.4,15.4,288,300,Snack,953,162.8
2024-02-17,451,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,19.7,126,195,Snack,129,573.3
2024-12-12,891,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,34.7,623,89,Dinner,941,141.6
2024-10-15,992,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,35.2,607,33,Dinner,603,522.4000000000001
2024-12-17,567,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,6.8,921,18,Snack,979,639.9
2024-07-26,205,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,10.4,886,282,Breakfast,351,361.2
2024-07-31,600,Apple,Fruits,52,0.3,14.0,0.2,2.4,16.8,665,40,Snack,256,619.5
2024-08-30,495,Water,Beverages,0,0.0,0.0,0.0,0.0,2.8,285,130,Dinner,119,834.0
2024-02-11,998,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,30.1,984,77,Lunch,861,489.0
2024-11-18,585,Chips,Snacks,536,7.0,53.0,35.0,4.4,49.5,610,159,Dinner,193,301.5
2024-03-07,364,Milk,Dairy,42,3.4,4.8,1.0,0.0,28.7,763,86,Snack,306,421.0
2024-03-12,974,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,16.7,16,132,Breakfast,204,548.5
2024-03-28,763,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,28.7,639,300,Dinner,755,521.7
2024-10-05,137,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,28.2,623,61,Lunch,530,612.8
2024-08-17,122,Cookies,Snacks,502,6.0,65.0,24.0,2.3,44.9,22,78,Lunch,231,928.8999999999999
2024-04-24,797,Cheese,Dairy,402,25.0,0.4,33.0,0.0,10.6,970,88,Lunch,491,418.70000000000005
2024-11-21,635,Chips,Snacks,536,7.0,53.0,35.0,4.4,47.1,997,176,Dinner,475,806.5
2024-09-06,382,Banana,Fruits,89,1.1,23.0,0.3,2.6,35.4,860,80,Breakfast,725,801.5
2024-10-16,305,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,34.0,69,11,Breakfast,824,399.59999999999997
2024-02-25,547,Apple,Fruits,52,0.3,14.0,0.2,2.4,9.9,997,124,Snack,691,397.00000000000006
2024-07-26,364,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,33.5,660,118,Lunch,303,261.5
2024-07-06,69,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,1.0,115,300,Breakfast,852,560.7
2024-04-06,93,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,25.6,982,95,Dinner,725,584.3
2024-12-04,451,Butter,Dairy,717,0.1,0.1,81.0,0.0,1.7,674,162,Snack,502,247.2
2024-10-03,673,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,13.1,72,94,Snack,972,746.9
2024-12-27,272,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,28.1,25,140,Breakfast,750,259.5
2024-09-21,207,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,32.2,900,163,Dinner,362,814.3000000000001
2024-08-27,322,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,36.6,718,172,Lunch,179,630.2
2024-09-23,100,Bread,Grains,265,9.0,49.0,3.2,2.7,38.4,578,17,Snack,755,414.4
2024-10-31,516,Paneer,Dairy,265,18.0,1.2,20.0,0.0,11.1,290,32,Breakfast,688,831.2
2024-11-25,11,Milk,Dairy,42,3.4,4.8,1.0,0.0,7.2,345,76,Breakfast,527,682.0
2024-12-21,255,Cookies,Snacks,502,6.0,65.0,24.0,2.3,44.6,5,110,Breakfast,810,659.3
2024-04-15,164,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,23.1,507,262,Dinner,218,775.7
2024-08-23,137,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,27.4,430,186,Dinner,108,301.4
2024-10-08,581,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,4.5,638,6,Snack,335,561.5999999999999
2024-09-22,469,Spinach,Vegetables,23,2.9,3.6,0.4,2.2,45.2,584,180,Breakfast,374,791.1
2024-07-03,543,Pasta,Grains,131,5.0,25.0,0.5,1.2,2.6,200,151,Snack,157,744.4
2024-06-01,703,Quinoa,Grains,120,4.4,21.0,1.9,2.8,5.8,523,44,Dinner,883,394.5
2024-02-24,46,Chips,Snacks,536,7.0,53.0,35.0,4.4,34.8,423,256,Breakfast,412,449.20000000000005
2024-08-24,286,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,40.3,213,117,Lunch,810,665.0999999999999
2024-10-23,34,Nuts,Snacks,517,3.7,67.2,36.4,0.5,49.1,907,205,Snack,710,611.2
2024-01-15,607,Eggs,Meat,143,13.0,0.7,10.0,0.0,42.4,339,14,Dinner,999,241.10000000000002
2024-01-21,463,Oats,Grains,389,17.0,66.0,7.0,10.0,49.0,66,168,Lunch,622,660.8
2024-11-14,868,Chocolate,Snacks,394,23.5,41.2,19.9,6.7,35.8,45,151,Lunch,825,437.9
2024-10-25,998,Eggs,Meat,143,13.0,0.7,10.0,0.0,40.6,17,223,Snack,736,568.1
2024-07-06,586,Potato,Vegetables,77,2.0,17.0,0.1,2.2,21.2,307,88,Dinner,419,628.7
2024-03-25,444,Banana,Fruits,89,1.1,23.0,0.3,2.6,43.2,381,84,Breakfast,990,287.2
2024-05-07,619,Banana,Fruits,89,1.1,23.0,0.3,2.6,14.8,330,207,Dinner,816,442.69999999999993
2024-05-23,198,Potato,Vegetables,77,2.0,17.0,0.1,2.2,46.2,403,199,Dinner,723,871.5999999999999
2024-01-15,662,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,20.8,408,99,Breakfast,129,470.1
2024-11-19,920,Apple,Fruits,52,0.3,14.0,0.2,2.4,46.7,692,275,Breakfast,810,656.4
2024-12-19,203,Paneer,Dairy,265,18.0,1.2,20.0,0.0,26.6,878,25,Snack,558,673.3
2024-10-10,25,Pasta,Grains,131,5.0,25.0,0.5,1.2,26.2,112,95,Lunch,382,695.0999999999999
2024-05-29,743,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,1.6,385,153,Dinner,580,890.5
2024-07-17,597,Spinach,Vegetables,23,2.9,3.6,0.4,2.2,12.7,450,83,Lunch,751,421.9
2024-12-06,400,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,16.2,119,101,Snack,802,568.8
2024-07-09,438,Apple,Fruits,52,0.3,14.0,0.2,2.4,42.8,730,209,Dinner,783,496.0
2024-10-23,738,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,20.1,315,42,Breakfast,926,516.3
2024-08-19,540,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,6.2,172,109,Dinner,354,599.8
2024-04-06,76,Rice,Grains,130,2.7,28.0,0.3,0.4,6.5,499,201,Snack,787,318.29999999999995
2024-03-26,472,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,21.4,52,98,Lunch,680,574.5
2024-01-30,582,Nuts,Snacks,607,20.0,21.0,54.0,7.0,41.0,510,147,Breakfast,126,689.0999999999999
2024-02-07,803,Cookies,Snacks,502,6.0,65.0,24.0,2.3,11.2,460,152,Breakfast,506,269.5
2024-07-16,751,Salmon,Meat,208,22.0,0.0,13.0,0.0,3.9,784,225,Breakfast,128,833.5
2024-04-10,103,Paneer,Dairy,265,18.0,1.2,20.0,0.0,21.5,546,154,Snack,377,525.3000000000001
2024-02-05,931,Cookies,Snacks,502,6.0,65.0,24.0,2.3,37.3,841,286,Lunch,503,716.9000000000001
2024-11-28,726,Milk,Dairy,42,3.4,4.8,1.0,0.0,10.4,766,13,Snack,306,961.0
2024-04-08,812,Banana,Fruits,89,1.1,23.0,0.3,2.6,0.9,617,167,Snack,915,426.6
2024-11-02,721,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,7.4,853,33,Lunch,416,366.1
2024-06-22,364,Chicken Breast,Meat,165,31.0,0.0,3.6,0.0,43.4,726,24,Snack,680,460.29999999999995
2024-08-14,463,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,14.0,725,99,Breakfast,979,254.39999999999998
2024-09-01,638,Cookies,Snacks,502,6.0,65.0,24.0,2.3,46.7,747,64,Lunch,419,452.8
2024-02-24,111,Chips,Snacks,536,7.0,53.0,35.0,4.4,35.4,569,69,Breakfast,897,481.5
2024-06-04,450,Cookies,Snacks,502,6.0,65.0,24.0,2.3,41.6,734,157,Snack,272,426.6
2024-10-17,670,Bread,Grains,265,9.0,49.0,3.2,2.7,21.0,362,180,Snack,780,514.4
2024-07-03,276,Tomato,Vegetables,18,0.9,3.9,0.2,1.2,14.4,789,64,Lunch,988,773.8999999999999
2024-12-09,410,Orange Juice,Beverages,45,0.7,10.0,0.2,0.2,38.4,20,3,Lunch,254,772.4
2024-04-23,764,Cheese,Dairy,402,25.0,0.4,33.0,0.0,37.5,243,182,Snack,829,644.5999999999999
2024-05-22,681,Chips,Snacks,536,7.0,53.0,35.0,4.4,23.0,120,161,Snack,999,350.8
2024-03-24,492,Carrot,Vegetables,41,0.9,10.0,0.2,2.8,15.6,750,55,Dinner,229,455.8
2024-10-04,823,Bread,Grains,265,9.0,49.0,3.2,2.7,42.2,446,296,Dinner,482,738.2
2024-08-27,172,Quinoa,Grains,120,4.4,21.0,1.9,2.8,37.2,342,182,Dinner,305,598.9000000000001
2024-01-08,614,Cookies,Snacks,502,6.0,65.0,24.0,2.3,40.7,387,195,Breakfast,711,503.4
2024-12-16,451,Salmon,Meat,208,22.0,0.0,13.0,0.0,1.3,357,48,Snack,684,582.1
2024-05-21,397,Grapes,Fruits,69,0.7,18.0,0.2,0.9,37.0,437,293,Snack,746,461.9
2024-01-03,959,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,38.3,839,143,Snack,247,445.0
2024-06-17,800,Cheese,Dairy,402,25.0,0.4,33.0,0.0,5.6,884,149,Lunch,531,519.9
2024-04-27,632,Cookies,Snacks,502,6.0,65.0,24.0,2.3,21.5,846,161,Lunch,298,211.3
2024-09-20,160,Eggs,Meat,143,13.0,0.7,10.0,0.0,39.9,363,17,Lunch,699,696.7
2024-04-04,633,Banana,Fruits,89,1.1,23.0,0.3,2.6,28.2,154,160,Lunch,321,408.20000000000005
2024-06-16,117,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,5.6,445,140,Breakfast,706,467.69999999999993
2024-08-19,481,Popcorn,Snacks,375,12.0,74.0,4.3,14.0,33.8,703,55,Breakfast,495,554.4
2024-02-25,894,Oats,Grains,389,17.0,66.0,7.0,10.0,44.7,517,235,Dinner,997,287.1
2024-12-02,126,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,36.6,168,261,Snack,638,690.5
2024-03-28,518,Potato,Vegetables,77,2.0,17.0,0.1,2.2,21.6,325,211,Dinner,636,679.5999999999999
2024-08-21,876,Grapes,Fruits,69,0.7,18.0,0.2,0.9,2.9,25,283,Snack,432,462.5
2024-05-29,313,Spinach,Vegetables,23,2.9,3.6,0.4,2.2,27.6,476,267,Lunch,611,649.2
2024-08-11,166,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,18.1,168,262,Dinner,439,382.2
2024-04-18,203,Potato,Vegetables,77,2.0,17.0,0.1,2.2,30.2,751,64,Snack,331,360.1
2024-12-03,214,Chocolate,Snacks,546,5.5,61.0,31.0,3.4,42.5,670,297,Breakfast,187,274.9
2024-06-23,51,Coffee,Beverages,0,0.1,0.0,0.0,0.0,9.7,486,98,Lunch,977,441.2
2024-04-18,563,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,30.3,737,18,Breakfast,372,817.8
2024-03-24,440,Milk,Dairy,42,3.4,4.8,1.0,0.0,39.6,362,222,Dinner,916,419.1
2024-07-17,782,Quinoa,Grains,120,4.4,21.0,1.9,2.8,45.4,488,9,Lunch,504,449.5
2024-06-19,994,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,18.8,797,176,Dinner,547,556.0999999999999
2024-10-27,112,Chips,Snacks,536,7.0,53.0,35.0,4.4,33.7,537,61,Dinner,537,354.9
2024-02-25,501,Orange,Fruits,47,0.9,12.0,0.1,2.4,46.1,99,275,Lunch,353,345.6
2024-09-13,146,Quinoa,Grains,120,4.4,21.0,1.9,2.8,16.1,579,44,Dinner,826,344.7
2024-04-15,991,Butter,Dairy,717,0.1,0.1,81.0,0.0,13.5,157,44,Dinner,540,622.9
2024-07-19,206,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,19.2,608,224,Snack,525,686.0
2024-01-15,416,Chips,Snacks,536,7.0,53.0,35.0,4.4,31.9,164,197,Breakfast,669,683.5
2024-07-08,699,Water,Beverages,0,0.0,0.0,0.0,0.0,26.4,574,169,Lunch,242,546.5
2024-09-29,173,Oats,Grains,389,17.0,66.0,7.0,10.0,10.7,774,225,Dinner,883,482.5
2024-02-24,32,Cheese,Dairy,402,25.0,0.4,33.0,0.0,1.4,373,205,Breakfast,325,444.5
2024-10-08,685,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,40.1,853,103,Snack,236,477.1
2024-06-17,996,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,46.3,442,131,Lunch,311,640.4
2024-04-12,84,Oats,Grains,389,17.0,66.0,7.0,10.0,48.0,146,125,Dinner,767,489.9
2024-07-09,796,Beef Steak,Meat,271,26.0,0.0,19.0,0.0,16.9,541,82,Dinner,201,724.7
2024-03-10,803,Butter,Dairy,717,0.1,0.1,81.0,0.0,15.5,192,76,Breakfast,1000,568.1999999999999
2024-11-30,882,Orange,Fruits,47,0.9,12.0,0.1,2.4,40.3,208,34,Breakfast,536,554.5
2024-12-24,336,Popcorn,Snacks,480,7.3,35.0,26.4,4.7,34.0,484,0,Breakfast,922,406.79999999999995
2024-06-20,224,Green Tea,Beverages,0,0.0,0.0,0.0,0.0,37.9,576,94,Snack,222,637.5
2024-12-05,786,Milk,Dairy,42,3.4,4.8,1.0,0.0,36.8,949,231,Lunch,953,321.1
2024-07-08,630,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,37.1,328,110,Lunch,567,759.6
2024-07-13,103,Milk,Dairy,42,3.4,4.8,1.0,0.0,34.8,886,184,Breakfast,435,554.4
2024-07-31,743,Nuts,Snacks,607,20.0,21.0,54.0,7.0,0.3,269,165,Snack,609,581.1999999999999
2024-12-05,728,Yogurt,Dairy,59,3.5,4.7,3.3,0.0,19.4,971,293,Breakfast,807,729.4000000000001
2024-12-24,826,Quinoa,Grains,120,4.4,21.0,1.9,2.8,35.1,933,67,Breakfast,944,346.5
2024-12-30,551,Coffee,Beverages,0,0.1,0.0,0.0,0.0,18.2,714,236,Dinner,954,336.6
2024-12-14,16,Milk,Dairy,42,3.4,4.8,1.0,0.0,27.5,137,285,Lunch,352,630.8
2024-06-22,414,Broccoli,Vegetables,34,2.8,7.0,0.4,2.6,43.5,419,210,Dinner,593,709.0
2024-03-09,936,Milkshake,Beverages,112,3.4,18.0,3.0,0.0,45.1,891,293,Snack,492,703.4
2024-02-24,60,Chips,Snacks,536,7.0,53.0,35.0,4.4,17.0,825,7,Snack,218,503.8
2024-02-16,256,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,21.6,760,160,Breakfast,205,516.9
2024-11-17,624,Pork Chop,Meat,242,27.0,0.0,14.0,0.0,42.9,30,87,Breakfast,165,546.5
2024-10-25,821,Salmon,Meat,208,22.0,0.0,13.0,0.0,43.9,266,143,Lunch,391,599.1999999999999
2024-05-03,418,Spinach,Vegetables,23,2.9,3.6,0.4,2.2,8.2,771,117,Dinner,107,329.7
2024-10-03,727,Oats,Grains,389,17.0,66.0,7.0,10.0,45.6,478,205,Breakfast,683,565.8
2024-05-23,864,Strawberry,Fruits,32,0.7,8.0,0.3,2.0,40.6,722,138,Dinner,509,517.1
